Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Tacoma,Public Storage,1235 South Sprague Avenue,Tacoma,WA,98405,60677,1988
Tacoma,Public Storage,1825 Cooper Point Road SW,Olympia,WA,98502,54500,1990
Tacoma,Public Storage,4103 South Orchard Street,Tacoma,WA,98466,53240,1988
Tacoma,Public Storage,1618 Black Lake Blvd SW,Olympia,WA,98502,73934,1978
Tacoma,Public Storage,6400 Kitsap Way,Bremerton,WA,98312,48520,2006
Tacoma,Public Storage,8033 Martin Way East,Lacey,WA,98516,72120,1989
Tacoma,Public Storage,8520 Phillips Road SW,Lakewood,WA,98498,55320,1982
Tacoma,Public Storage,1950 NE Riddell Road,Bremerton,WA,98310,74200,1963
Tacoma,Public Storage,1699 SE Mile Hill Drive,Port Orchard,WA,98366,50740,1991
Tacoma,Public Storage,6312 North 9th Street,Tacoma,WA,98406,98800,2002
Tacoma,Public Storage,5700 Soundview Drive,Gig Harbor,WA,98335,36952,1977
Tacoma,Public Storage,1310 39th Avenue SE,Puyallup,WA,98374,100800,2008
Tacoma,Public Storage,4505 Auto Center Way,Bremerton,WA,98312,46395,1977
Tacoma,Public Storage,7701 Bridgeport Way West,Lakewood,WA,98499,56645,1987
Tacoma,Public Storage,8200 Martin Way East,Lacey,WA,98516,28470,1977
Tacoma,Public Storage,6720 24th Street West,Tacoma,WA,98466,58440,1975
Tacoma,Public Storage,11007 A Street South,Tacoma,WA,98444,56220,1980
Tacoma,Public Storage,9815 32nd Avenue Court South,Tacoma,WA,98499,52554,1976
Tacoma,Public Storage,801 North Mildred Street,Tacoma,WA,98406,65600,1982
Tacoma,Public Storage,10915 Canyon Road East,Puyallup,WA,98373,31420,1978
Tacoma,Public Storage,4015 South Meridian,Puyallup,WA,98373,48550,1979
Tampa - St Petersburg - Clearwater,Public Storage,8354 West Hillsborough Avenue,Tampa,FL,33615,87119,2009
Tampa - St Petersburg - Clearwater,Public Storage,1730 South Pinellas Avenue,Tarpon Springs,FL,34689,48580,1986
Tampa - St Petersburg - Clearwater,Public Storage,6286 West Waters Avenue,Tampa,FL,33634,75137,2000
Tampa - St Petersburg - Clearwater,Public Storage,199 Missouri Avenue North,Largo,FL,33770,103130,2000
Tampa - St Petersburg - Clearwater,Public Storage,1351 West Brandon Blvd,Brandon,FL,33511,98988,1987
Tampa - St Petersburg - Clearwater,Public Storage,1155 Providence Road,Brandon,FL,33511,109962,1998
Tampa - St Petersburg - Clearwater,Public Storage,3657 Tampa Road,Oldsmar,FL,34677,67370,2000
Tampa - St Petersburg - Clearwater,Public Storage,20865 North US Highway 19 North,Clearwater,FL,33765,54960,1980
Tampa - St Petersburg - Clearwater,Public Storage,16079 US Highway 19 North,Clearwater,FL,33764,55640,1981
Tampa - St Petersburg - Clearwater,Public Storage,4080 Tampa Road East,Oldsmar,FL,34677,109853,1987
Tampa - St Petersburg - Clearwater,Public Storage,5880 66th Street North,St Petersburg,FL,33709,54700,1981
Tampa - St Petersburg - Clearwater,Public Storage,8324 Gunn Hwy,Tampa,FL,33626,102415,1999
Tampa - St Petersburg - Clearwater,Public Storage,8230 North Dale Mabry Hwy,Tampa,FL,33614,199486,1980
Tampa - St Petersburg - Clearwater,Public Storage,6940 North 56th Street,Tampa,FL,33617,81600,1980
Tampa - St Petersburg - Clearwater,Public Storage,6543 34th Street North,Pinellas Park,FL,33781,48003,1987
Tampa - St Petersburg - Clearwater,Public Storage,13750 Walsingham Road,Largo,FL,33774,79277,2001
Tampa - St Petersburg - Clearwater,Public Storage,1302 West Kennedy Blvd,Tampa,FL,33606,78962,1999
Tampa - St Petersburg - Clearwater,Public Storage,10402 30th Street,Tampa,FL,33612,85722,2000
Tampa - St Petersburg - Clearwater,Public Storage,8305 Ulmerton Road,Largo,FL,33771,38400,1984
Tampa - St Petersburg - Clearwater,Public Storage,9210 Lazy Lane,Tampa,FL,33614,107325,1974
Tampa - St Petersburg - Clearwater,Public Storage,1007 East Brandon Blvd,Brandon,FL,33511,91130,1997
Tampa - St Petersburg - Clearwater,Public Storage,6609 State Road 54,New Port Richey,FL,34653,84540,1987
Tampa - St Petersburg - Clearwater,Public Storage,11810 North Nebraska Avenue,Tampa,FL,33612,63380,1981
Tampa - St Petersburg - Clearwater,Public Storage,1010 West Lumsden Road,Brandon,FL,33511,80840,1999
Tampa - St Petersburg - Clearwater,Public Storage,13611 North 15th Street,Tampa,FL,33613,55700,1980
Tampa - St Petersburg - Clearwater,Public Storage,5014 South Dale Mabry Hwy,Tampa,FL,33611,68200,1981
Tampa - St Petersburg - Clearwater,Public Storage,16415 North Dale Mabry Hwy,Tampa,FL,33618,65274,1996
Tampa - St Petersburg - Clearwater,Public Storage,1615 North Highland Avenue,Clearwater,FL,33755,49765,1986
Tampa - St Petersburg - Clearwater,Public Storage,16217 North Dale Mabry Hwy,Tampa,FL,33618,81890,1999
Tampa - St Petersburg - Clearwater,Public Storage,6820 Seminole Blvd,Seminole,FL,33772,63664,1984
Tampa - St Petersburg - Clearwater,Public Storage,8421 West Hillsborough Avenue,Tampa,FL,33615,49560,1983
Tampa - St Petersburg - Clearwater,Public Storage,4221 Park Blvd,Pinellas Park,FL,33781,51180,2000
Tampa - St Petersburg - Clearwater,Public Storage,38800 US Highway 19 North,Tarpon Springs,FL,34689,87535,1984
Tampa - St Petersburg - Clearwater,Public Storage,1400 34th Street South,St Petersburg,FL,33711,42000,1981
Tampa - St Petersburg - Clearwater,Public Storage,4500 34th Street North,Saint Petersburg,FL,33714,64250,1982
Tampa - St Petersburg - Clearwater,Public Storage,7803 West Waters Avenue,Tampa,FL,33615,87646,2001
Tampa - St Petersburg - Clearwater,Public Storage,3413 West Hillsborough Avenue,Tampa,FL,33614,70141,2004
Tampa - St Petersburg - Clearwater,Public Storage,4080 Mariner Blvd,Spring Hill,FL,34609,77231,2000
Tampa - St Petersburg - Clearwater,Public Storage,18191 East Meadows Road,Tampa,FL,33647,68347,2006
Tampa - St Petersburg - Clearwater,Public Storage,2262 US Highway 19,Holiday,FL,34691,70831,1999
Tampa - St Petersburg - Clearwater,Public Storage,6647 Embassy Blvd,Port Richey,FL,34668,64305,2008
Tampa - St Petersburg - Clearwater,Public Storage,7139 Mitchell Blvd,New Port Richey,FL,34655,76430,2003
Tampa - St Petersburg - Clearwater,Public Storage,8003 North Dale Mabry Hwy,Tampa,FL,33614,58404,1985
Tampa - St Petersburg - Clearwater,Public Storage,14770 66th Street North,Clearwater,FL,33764,109652,1987
Tampa - St Petersburg - Clearwater,Public Storage Phase ll,6609 State Road 54,New Port Richey,FL,34653,100122,
Tampa - St Petersburg - Clearwater,Public Storage Phase ll,1007 East Brandon Blvd,Brandon,FL,33511,133939,
Tucson,Public Storage,9201 East Tanque Verde Road,Tucson,AZ,85749,71105,2001
Tucson,Public Storage,121 North Houghton Road,Tucson,AZ,85748,77174,2000
Tucson,Public Storage,7825 East Speedway Blvd,Tucson,AZ,85710,73924,2001
Tucson,Public Storage,3851 North Romero Road,Tucson,AZ,85705,65732,1973
Tucson,Public Storage,1159 North Columbus Blvd,Tucson,AZ,85712,34665,1999
Tucson,Public Storage,7990 East Tanque Verde Road,Tucson,AZ,85749,79285,1990
Tucson,Public Storage,11274 North Oracle Road,Tucson,AZ,85737,65665,2003
Tulsa,Public Storage,8307 East 81st Street,Tulsa,OK,74133,64960,1999
Tulsa,Public Storage,1646 North 9th Street,Broken Arrow,OK,74012,93000,2010
Twin Cities - Suburban,Public Storage,7800 Park Drive,Chanhassen,MN,55317,72000,1988
Twin Cities - Suburban,Public Storage,1111 Franklin Avenue,Sauk Rapids,MN,56379,87012,1994
Twin Cities - Suburban,Public Storage,7801 West 128th Street,Savage,MN,55378,88189,1998
Twin Cities - Suburban,Public Storage,5710 Memorial Avenue North,Stillwater,MN,55082,216032,1998
Twin Cities - Suburban,Public Storage,150 West 81st Street,Bloomington,MN,55420,152653,2004
Twin Cities - Suburban,Public Storage,21002 Heron Way,Lakeville,MN,55044,60073,2002
Twin Cities - Suburban,Public Storage,15075 Foliage Avenue,Apple Valley,MN,55124,92702,1987
Twin Cities - Suburban,Public Storage,1090 South Birch Lake Blvd,Vadnais Heights,MN,55127,51805,1985
Twin Cities - Suburban,Public Storage,3735 Sibley Memorial Hwy,Eagan,MN,55122,38300,1985
Twin Cities - Suburban,Public Storage,8124 Lakeland Avenue North,Brooklyn Park,MN,55445,72786,1979
Twin Cities - Suburban,Public Storage,5900 148th Street West,Apple Valley,MN,55124,45550,1985
Twin Cities - Suburban,Public Storage,7233 155th Street West,Apple Valley,MN,55124,80625,2001
Twin Cities - Suburban,Public Storage,7807 Highway 65 NE,Spring Lake Park,MN,55432,168100,2000
Twin Cities - Suburban,Public Storage,11421 Ulysses Street NE,Blaine,MN,55434,63685,1989
Twin Cities - Suburban,Public Storage,13465 Fenway Blvd Circle North,Hugo,MN,55038,57693,2004
Twin Cities - Suburban,Public Storage,2745 145th Street West,Rosemount,MN,55068,50005,2006
Twin Cities - Suburban,Public Storage,11601 Lakeland Drive,Maple Grove,MN,55369,84156,1996
Twin Cities - Suburban,Public Storage,15854 Chippendale Avenue West,Rosemount,MN,55068,186559,1998
Twin Cities - Suburban,Public Storage,2280 Wooddale Drive,Woodbury,MN,55125,68032,2001
Twin Cities - Suburban,Public Storage,6800 Riverdale Drive NW,Ramsey,MN,55303,51146,1990
Twin Cities - Suburban,Public Storage,11365 Robinson Drive NW,Coon Rapids,MN,55433,153194,1990
Twin Cities - Suburban,Public Storage,7800 73rd Avenue North,Brooklyn Park,MN,55428,120252,1985
Twin Cities - Suburban,Public Storage,19545 Highway 7,Excelsior,MN,55331,45472,1984
Twin Cities - Suburban,Public Storage,3205 Ranchview Lane North,Plymouth,MN,55447,97864,2001
Twin Cities - Suburban,Public Storage,9580 Zachary Lane North,Maple Grove,MN,55369,194577,2001
Twin Cities - Suburban,Public Storage,9640 Hudson Road,Woodbury,MN,55125,118650,1995
Twin Cities - Suburban,Public Storage,7921 Eden Prairie Road,Eden Prairie,MN,55347,84516,1987
Twin Cities - Suburban,Public Storage,2000 Old County Road 34th Place,Burnsville,MN,55337,56530,1988
Twin Cities - Suburban,Public Storage,9033 Lyndale Avenue South,Bloomington,MN,55420,61053,1964
Twin Cities - Suburban,Public Storage,1830 Buerkle Road,White Bear Lake,MN,55110,71200,1988
Twin Cities - Suburban,Public Storage,10201 Woodcrest Drive NW,Coon Rapids,MN,55433,53400,1988
Twin Cities - Suburban,Public Storage,8517 Xylon Avenue North,Brooklyn Park,MN,55445,81572,1987
Twin Cities - Suburban,Public Storage,14250 West Burnsville Pkwy,Burnsville,MN,55306,88704,1998
Twin Cities - Suburban,Public Storage,14175 Virginia Avenue South,Savage,MN,55378,88934,2019
Twin Cities - Suburban,Public Storage Phase II,8124 Lakeland Avenue North,Brooklyn Park,MN,55445,90649,
Twin Cities - Suburban,Public Storage Phase II,11421 Ulysses Street NE,Blaine,MN,55434,121710,
Twin Cities - Suburban,Public Storage Phase II,3735 Sibley Memorial Hwy,Eagan,MN,55122,119942,
Twin Cities - Urban,Public Storage,1441 Hunting Valley Road,St Paul,MN,55108,270400,2020
Twin Cities - Urban,Public Storage,4560 Central Avenue NE,Hilltop,MN,55421,95794,2019
Twin Cities - Urban,Public Storage,4425 West 77th Street,Edina,MN,55435,105300,1998
Twin Cities - Urban,Public Storage,6570 Flying Cloud Drive,Eden Prairie,MN,55344,113500,1976
Twin Cities - Urban,Public Storage,5350 Industrial Blvd NE,Fridley,MN,55421,125738,1987
Twin Cities - Urban,Public Storage,424 3rd Avenue North,Minneapolis,MN,55401,93786,1982
Twin Cities - Urban,Public Storage,200 West 78th Street,Richfield,MN,55423,87118,1984
Twin Cities - Urban,Public Storage,1144 7th Street South,Hopkins,MN,55343,64421,1988
Twin Cities - Urban,Public Storage,55 County Road B East,Little Canada,MN,55117,110614,1983
Twin Cities - Urban,Public Storage,7225 Bush Lake Road,Edina,MN,55439,105253,2002
Twin Cities - Urban,Public Storage,5040 Winnetka Avenue North,New Hope,MN,55428,68200,2012
Twin Cities - Urban,Public Storage,2825 Hedberg Drive,Minnetonka,MN,55305,75300,1994
Twin Cities - Urban,Public Storage,425 Washington Avenue North,Minneapolis,MN,55401,41453,2006
